Segment,BatchName,FacilityName,FacilityMnemonic,BatchVolumeInPipeline,BatchVolumeInSegment,BatchVolume,Shipper,ReceiptFacility,DeliveryFacility,ScadaCommodityCode,Commodity,IntervalStartDateTime,IntervalEndDateTime
Keystone,WCS/4161/0,Crandall Pump Station - (Future),CRNDL-SYN,17228.39,3494,16005,Coffeyville,Enbridge HCT,Plains Cushing,WCS1,WCS,12/26/2018 16:00,12/26/2018 17:00
Keystone,WCS/4161/0,Crandall Pump Station - (Future),CRNDL-SYN,17228.39,7650,16005,Coffeyville,Enbridge HCT,Plains Cushing,WCS1,WCS,12/26/2018 17:00,12/26/2018 18:00
Keystone,WCS/4161/0,Crandall Pump Station - (Future),CRNDL-SYN,17228.39,11816,16005,Coffeyville,Enbridge HCT,Plains Cushing,WCS1,WCS,12/26/2018 18:00,12/26/2018 19:00
Keystone,WCS/4161/0,Crandall Pump Station - (Future),CRNDL-SYN,17228.39,16029,16005,Coffeyville,Enbridge HCT,Plains Cushing,WCS1,WCS,12/26/2018 19:00,12/26/2018 20:00
Keystone,FRB/0443/0,Crandall Pump Station - (Future),CRNDL-SYN,16128.21,3160,16000,Suncor Energy Mktg,Gibson West,Sunoco Nederland,FRB1,FRB,12/26/2018 20:00,12/26/2018 21:00
Keystone,FRB/0443/0,Crandall Pump Station - (Future),CRNDL-SYN,16128.21,7573,16000,Suncor Energy Mktg,Gibson West,Sunoco Nederland,FRB1,FRB,12/26/2018 21:00,12/26/2018 22:00
Keystone,FRB/0443/0,Crandall Pump Station - (Future),CRNDL-SYN,16128.21,12014,16000,Suncor Energy Mktg,Gibson West,Sunoco Nederland,FRB1,FRB,12/26/2018 22:00,12/26/2018 23:00
Keystone,SMA/0250/0,Crandall Pump Station - (Future),CRNDL-SYN,16018.36,16,16017,Phillips 66 Co,Enbridge HCT,WRB Terminal,SMA1,SMA,12/26/2018 23:00,12/27/2018 0:00
Keystone,SMA/0250/0,Crandall Pump Station - (Future),CRNDL-SYN,16018.36,4522,16017,Phillips 66 Co,Enbridge HCT,WRB Terminal,SMA1,SMA,12/27/2018 0:00,12/27/2018 1:00
Keystone,SMA/0250/0,Crandall Pump Station - (Future),CRNDL-SYN,16018.36,9025,16017,Phillips 66 Co,Enbridge HCT,WRB Terminal,SMA1,SMA,12/27/2018 1:00,12/27/2018 2:00
Keystone,SMA/0250/0,Crandall Pump Station - (Future),CRNDL-SYN,16018.36,13442,16017,Phillips 66 Co,Enbridge HCT,WRB Terminal,SMA1,SMA,12/27/2018 2:00,12/27/2018 3:00
Keystone,FRB/0405/0,Crandall Pump Station - (Future),CRNDL-SYN,16090.12,1694,15409,Suncor Energy Mktg,Gibson West,Sunoco Nederland,FRB1,FRB,12/27/2018 3:00,12/27/2018 4:00
Keystone,FRB/0405/0,Crandall Pump Station - (Future),CRNDL-SYN,16090.12,6062,15409,Suncor Energy Mktg,Gibson West,Sunoco Nederland,FRB1,FRB,12/27/2018 4:00,12/27/2018 5:00
Keystone,FRB/0405/0,Crandall Pump Station - (Future),CRNDL-SYN,16090.12,10521,15409,Suncor Energy Mktg,Gibson West,Sunoco Nederland,FRB1,FRB,12/27/2018 5:00,12/27/2018 6:00
Keystone,FRB/0405/0,Crandall Pump Station - (Future),CRNDL-SYN,16090.12,14888,15409,Suncor Energy Mktg,Gibson West,Sunoco Nederland,FRB1,FRB,12/27/2018 6:00,12/27/2018 7:00
Keystone,KH/1074/0,Crandall Pump Station - (Future),CRNDL-SYN,16182.36,3038,15956,ExxonMobil Oil Corp,Enbridge HCT,Enterprise Appelt Terminal,KH1,KH,12/27/2018 7:00,12/27/2018 8:00
Keystone,KH/1074/0,Crandall Pump Station - (Future),CRNDL-SYN,16182.36,7466,15956,ExxonMobil Oil Corp,Enbridge HCT,Enterprise Appelt Terminal,KH1,KH,12/27/2018 8:00,12/27/2018 9:00
Keystone,KH/1074/0,Crandall Pump Station - (Future),CRNDL-SYN,16182.36,11768,15956,ExxonMobil Oil Corp,Enbridge HCT,Enterprise Appelt Terminal,KH1,KH,12/27/2018 9:00,12/27/2018 10:00
Keystone,KH/1074/0,Crandall Pump Station - (Future),CRNDL-SYN,16182.36,16005,15956,ExxonMobil Oil Corp,Enbridge HCT,Enterprise Appelt Terminal,KH1,KH,12/27/2018 10:00,12/27/2018 11:00
Keystone,WDB/0094/0,Crandall Pump Station - (Future),CRNDL-SYN,17339.39,3938,16429,Phillips 66 Co,Enbridge HCT,WRB Terminal,WDB1,WDB,12/27/2018 11:00,12/27/2018 12:00
Keystone,WDB/0094/0,Crandall Pump Station - (Future),CRNDL-SYN,17339.39,8313,16429,Phillips 66 Co,Enbridge HCT,WRB Terminal,WDB1,WDB,12/27/2018 12:00,12/27/2018 13:00
Keystone,WDB/0094/0,Crandall Pump Station - (Future),CRNDL-SYN,17339.39,12579,16429,Phillips 66 Co,Enbridge HCT,WRB Terminal,WDB1,WDB,12/27/2018 13:00,12/27/2018 14:00
Keystone,WDB/0094/0,Crandall Pump Station - (Future),CRNDL-SYN,17339.39,17074,16429,Phillips 66 Co,Enbridge HCT,WRB Terminal,WDB1,WDB,12/27/2018 14:00,12/27/2018 15:00
Keystone,SMA/0230/0,Crandall Pump Station - (Future),CRNDL-SYN,23460.21,3892,16427,Phillips 66 Co,Enbridge HCT,Plains Cushing,SMA1,SMA,12/27/2018 15:00,12/27/2018 16:00
Keystone,SMA/0230/0,Crandall Pump Station - (Future),CRNDL-SYN,23460.21,8314,16427,Phillips 66 Co,Enbridge HCT,Plains Cushing,SMA1,SMA,12/27/2018 16:00,12/27/2018 17:00
Keystone,SMA/0230/0,Crandall Pump Station - (Future),CRNDL-SYN,23460.21,12748,16427,Phillips 66 Co,Enbridge HCT,Plains Cushing,SMA1,SMA,12/27/2018 17:00,12/27/2018 18:00
Keystone,SMA/0230/0,Crandall Pump Station - (Future),CRNDL-SYN,23460.21,17171,16427,Phillips 66 Co,Enbridge HCT,Plains Cushing,SMA1,SMA,12/27/2018 18:00,12/27/2018 19:00
Keystone,SMA/0230/0,Crandall Pump Station - (Future),CRNDL-SYN,23460.21,21475,16427,Phillips 66 Co,Enbridge HCT,Plains Cushing,SMA1,SMA,12/27/2018 19:00,12/27/2018 20:00
Keystone,LLB/0827/0,Crandall Pump Station - (Future),CRNDL-SYN,19106.15,2289,16018,Phillips 66 Co,Enbridge HCT,WRB Terminal,LLB1,LLB,12/27/2018 20:00,12/27/2018 21:00
Keystone,LLB/0827/0,Crandall Pump Station - (Future),CRNDL-SYN,19106.15,6655,16018,Phillips 66 Co,Enbridge HCT,WRB Terminal,LLB1,LLB,12/27/2018 21:00,12/27/2018 22:00
Keystone,LLB/0827/0,Crandall Pump Station - (Future),CRNDL-SYN,19106.15,11075,16018,Phillips 66 Co,Enbridge HCT,WRB Terminal,LLB1,LLB,12/27/2018 22:00,12/27/2018 23:00
Keystone,LLB/0827/0,Crandall Pump Station - (Future),CRNDL-SYN,19106.15,15400,16018,Phillips 66 Co,Enbridge HCT,WRB Terminal,LLB1,LLB,12/27/2018 23:00,12/28/2018 0:00
Keystone,CDB/5067/0,Crandall Pump Station - (Future),CRNDL-SYN,16086.79,708,15899,BP Products NA,Gibson Terminal,Plains Patoka,CDB1,CDB,12/28/2018 0:00,12/28/2018 1:00
Keystone,CDB/5067/0,Crandall Pump Station - (Future),CRNDL-SYN,16086.79,5102,15899,BP Products NA,Gibson Terminal,Plains Patoka,CDB1,CDB,12/28/2018 1:00,12/28/2018 2:00
Keystone,CDB/5067/0,Crandall Pump Station - (Future),CRNDL-SYN,16086.79,9520,15899,BP Products NA,Gibson Terminal,Plains Patoka,CDB1,CDB,12/28/2018 2:00,12/28/2018 3:00
Keystone,CDB/5067/0,Crandall Pump Station - (Future),CRNDL-SYN,16086.79,13680,15899,BP Products NA,Gibson Terminal,Plains Patoka,CDB1,CDB,12/28/2018 3:00,12/28/2018 4:00
Keystone,FRB/0380/0,Crandall Pump Station - (Future),CRNDL-SYN,19001.61,1842,16667,Phillips 66 Co,Enbridge HCT,WRB Terminal,FRB1,FRB,12/28/2018 4:00,12/28/2018 5:00
Keystone,FRB/0380/0,Crandall Pump Station - (Future),CRNDL-SYN,19001.61,6202,16667,Phillips 66 Co,Enbridge HCT,WRB Terminal,FRB1,FRB,12/28/2018 5:00,12/28/2018 6:00
Keystone,FRB/0380/0,Crandall Pump Station - (Future),CRNDL-SYN,19001.61,10508,16667,Phillips 66 Co,Enbridge HCT,WRB Terminal,FRB1,FRB,12/28/2018 6:00,12/28/2018 7:00
Keystone,FRB/0380/0,Crandall Pump Station - (Future),CRNDL-SYN,19001.61,15121,16667,Phillips 66 Co,Enbridge HCT,WRB Terminal,FRB1,FRB,12/28/2018 7:00,12/28/2018 8:00
Keystone,FRB/0406/0,Crandall Pump Station - (Future),CRNDL-SYN,15999.21,263,15409,Suncor Energy Mktg,Gibson West,Sunoco Nederland,FRB1,FRB,12/28/2018 8:00,12/28/2018 9:00
Keystone,FRB/0406/0,Crandall Pump Station - (Future),CRNDL-SYN,15999.21,4591,15409,Suncor Energy Mktg,Gibson West,Sunoco Nederland,FRB1,FRB,12/28/2018 9:00,12/28/2018 10:00
Keystone,FRB/0406/0,Crandall Pump Station - (Future),CRNDL-SYN,15999.21,8945,15409,Suncor Energy Mktg,Gibson West,Sunoco Nederland,FRB1,FRB,12/28/2018 10:00,12/28/2018 11:00
Keystone,FRB/0406/0,Crandall Pump Station - (Future),CRNDL-SYN,15999.21,13359,15409,Suncor Energy Mktg,Gibson West,Sunoco Nederland,FRB1,FRB,12/28/2018 11:00,12/28/2018 12:00
Keystone,CL/5759/0,Crandall Pump Station - (Future),CRNDL-SYN,17136.6,1464,16927,CHS McPherson,Gibson Terminal,Plains Cushing,CL1,CL,12/28/2018 12:00,12/28/2018 13:00
Keystone,CL/5759/0,Crandall Pump Station - (Future),CRNDL-SYN,17136.6,5712,16927,CHS McPherson,Gibson Terminal,Plains Cushing,CL1,CL,12/28/2018 13:00,12/28/2018 14:00
Keystone,CL/5759/0,Crandall Pump Station - (Future),CRNDL-SYN,17136.6,10060,16927,CHS McPherson,Gibson Terminal,Plains Cushing,CL1,CL,12/28/2018 14:00,12/28/2018 15:00
Keystone,CL/5759/0,Crandall Pump Station - (Future),CRNDL-SYN,17136.6,14351,16927,CHS McPherson,Gibson Terminal,Plains Cushing,CL1,CL,12/28/2018 15:00,12/28/2018 16:00
Keystone,KH/1075/0,Crandall Pump Station - (Future),CRNDL-SYN,16159.39,1275,15956,ExxonMobil Oil Corp,Enbridge HCT,Sunoco Nederland,KH1,KH,12/28/2018 16:00,12/28/2018 17:00
Keystone,KH/1075/0,Crandall Pump Station - (Future),CRNDL-SYN,16159.39,5641,15956,ExxonMobil Oil Corp,Enbridge HCT,Sunoco Nederland,KH1,KH,12/28/2018 17:00,12/28/2018 18:00
Keystone,KH/1075/0,Crandall Pump Station - (Future),CRNDL-SYN,16159.39,9914,15956,ExxonMobil Oil Corp,Enbridge HCT,Sunoco Nederland,KH1,KH,12/28/2018 18:00,12/28/2018 19:00
Keystone,KH/1075/0,Crandall Pump Station - (Future),CRNDL-SYN,16159.39,14166,15956,ExxonMobil Oil Corp,Enbridge HCT,Sunoco Nederland,KH1,KH,12/28/2018 19:00,12/28/2018 20:00
Keystone,PDH/0026/0,Crandall Pump Station - (Future),CRNDL-SYN,16530.86,2169,16463,HollyFrontier,Enbridge HCT,Plains Cushing,PDH1,PDH,12/28/2018 20:00,12/28/2018 21:00
Keystone,PDH/0026/0,Crandall Pump Station - (Future),CRNDL-SYN,16530.86,5648,16463,HollyFrontier,Enbridge HCT,Plains Cushing,PDH1,PDH,12/28/2018 21:00,12/28/2018 22:00
Keystone,PDH/0026/0,Crandall Pump Station - (Future),CRNDL-SYN,16530.86,8321,16463,HollyFrontier,Enbridge HCT,Plains Cushing,PDH1,PDH,12/28/2018 22:00,12/28/2018 23:00
Keystone,PDH/0026/0,Crandall Pump Station - (Future),CRNDL-SYN,16530.86,11396,16463,HollyFrontier,Enbridge HCT,Plains Cushing,PDH1,PDH,12/28/2018 23:00,12/29/2018 0:00
Keystone,PDH/0026/0,Crandall Pump Station - (Future),CRNDL-SYN,16530.86,15770,16463,HollyFrontier,Enbridge HCT,Plains Cushing,PDH1,PDH,12/29/2018 0:00,12/29/2018 1:00
Keystone,FRB/0407/0,Crandall Pump Station - (Future),CRNDL-SYN,16192.86,3260,15409,Suncor Energy Mktg,Gibson West,Sunoco Nederland,FRB1,FRB,12/29/2018 1:00,12/29/2018 2:00
Keystone,FRB/0407/0,Crandall Pump Station - (Future),CRNDL-SYN,16192.86,7569,15409,Suncor Energy Mktg,Gibson West,Sunoco Nederland,FRB1,FRB,12/29/2018 2:00,12/29/2018 3:00
Keystone,FRB/0407/0,Crandall Pump Station - (Future),CRNDL-SYN,16192.86,11862,15409,Suncor Energy Mktg,Gibson West,Sunoco Nederland,FRB1,FRB,12/29/2018 3:00,12/29/2018 4:00
Keystone,FRB/0391/0,Crandall Pump Station - (Future),CRNDL-SYN,18974.96,4,16667,Phillips 66 Co,Enbridge HCT,Plains Cushing,FRB1,FRB,12/29/2018 4:00,12/29/2018 5:00
Keystone,FRB/0391/0,Crandall Pump Station - (Future),CRNDL-SYN,18975,4217,16667,Phillips 66 Co,Enbridge HCT,Plains Cushing,FRB1,FRB,12/29/2018 5:00,12/29/2018 6:00
Keystone,FRB/0391/0,Crandall Pump Station - (Future),CRNDL-SYN,18975,8710,16667,Phillips 66 Co,Enbridge HCT,Plains Cushing,FRB1,FRB,12/29/2018 6:00,12/29/2018 7:00
Keystone,FRB/0391/0,Crandall Pump Station - (Future),CRNDL-SYN,18975,13043,16667,Phillips 66 Co,Enbridge HCT,Plains Cushing,FRB1,FRB,12/29/2018 7:00,12/29/2018 8:00
Keystone,FRB/0391/0,Crandall Pump Station - (Future),CRNDL-SYN,18975,17168,16667,Phillips 66 Co,Enbridge HCT,Plains Cushing,FRB1,FRB,12/29/2018 8:00,12/29/2018 9:00
Keystone,FRB/0356/0,Crandall Pump Station - (Future),CRNDL-SYN,16534.88,2547,16446.5,Teck American,Gibson Terminal,Sunoco Nederland,FRB1,FRB,12/29/2018 9:00,12/29/2018 10:00
Keystone,FRB/0356/0,Crandall Pump Station - (Future),CRNDL-SYN,16534.88,6841,16446.5,Teck American,Gibson Terminal,Sunoco Nederland,FRB1,FRB,12/29/2018 10:00,12/29/2018 11:00
Keystone,FRB/0356/0,Crandall Pump Station - (Future),CRNDL-SYN,16534.88,11091,16446.5,Teck American,Gibson Terminal,Sunoco Nederland,FRB1,FRB,12/29/2018 11:00,12/29/2018 12:00
Keystone,FRB/0356/0,Crandall Pump Station - (Future),CRNDL-SYN,16534.88,15583,16446.5,Teck American,Gibson Terminal,Sunoco Nederland,FRB1,FRB,12/29/2018 12:00,12/29/2018 13:00
Keystone,FRB/0408/0,Crandall Pump Station - (Future),CRNDL-SYN,16109.12,3374,15409,Suncor Energy Mktg,Gibson West,Phillips 66 Beaumont,FRB1,FRB,12/29/2018 13:00,12/29/2018 14:00
Keystone,FRB/0408/0,Crandall Pump Station - (Future),CRNDL-SYN,16109.12,7813,15409,Suncor Energy Mktg,Gibson West,Phillips 66 Beaumont,FRB1,FRB,12/29/2018 14:00,12/29/2018 15:00
Keystone,FRB/0408/0,Crandall Pump Station - (Future),CRNDL-SYN,16109.12,12117,15409,Suncor Energy Mktg,Gibson West,Phillips 66 Beaumont,FRB1,FRB,12/29/2018 15:00,12/29/2018 16:00
Keystone,SWB/1280/0,Crandall Pump Station - (Future),CRNDL-SYN,27720.32,198,16051,Husky Mktg & Supply,Husky East,Plains Patoka,SWB,SWB,12/29/2018 16:00,12/29/2018 17:00
Keystone,SWB/1280/0,Crandall Pump Station - (Future),CRNDL-SYN,27720.32,4517,16051,Husky Mktg & Supply,Husky East,Plains Patoka,SWB,SWB,12/29/2018 17:00,12/29/2018 18:00
Keystone,SWB/1280/0,Crandall Pump Station - (Future),CRNDL-SYN,27720.32,8932,16051,Husky Mktg & Supply,Husky East,Plains Patoka,SWB,SWB,12/29/2018 18:00,12/29/2018 19:00
Keystone,SWB/1280/0,Crandall Pump Station - (Future),CRNDL-SYN,27720.32,13314,16051,Husky Mktg & Supply,Husky East,Plains Patoka,SWB,SWB,12/29/2018 19:00,12/29/2018 20:00
Keystone,SWB/1280/0,Crandall Pump Station - (Future),CRNDL-SYN,27720.32,17692,16051,Husky Mktg & Supply,Husky East,Plains Patoka,SWB,SWB,12/29/2018 20:00,12/29/2018 21:00
Keystone,SWB/1280/0,Crandall Pump Station - (Future),CRNDL-SYN,27720.32,22182,16051,Husky Mktg & Supply,Husky East,Plains Patoka,SWB,SWB,12/29/2018 21:00,12/29/2018 22:00
Keystone,SWB/1280/0,Crandall Pump Station - (Future),CRNDL-SYN,27720.32,26547,16051,Husky Mktg & Supply,Husky East,Plains Patoka,SWB,SWB,12/29/2018 22:00,12/29/2018 23:00
Keystone,FRB/0382/0,Crandall Pump Station - (Future),CRNDL-SYN,18873.56,3043,16666,Phillips 66 Co,Enbridge HCT,WRB Terminal,FRB1,FRB,12/29/2018 23:00,12/30/2018 0:00
Keystone,FRB/0382/0,Crandall Pump Station - (Future),CRNDL-SYN,18873.56,7395,16666,Phillips 66 Co,Enbridge HCT,WRB Terminal,FRB1,FRB,12/30/2018 0:00,12/30/2018 1:00
Keystone,FRB/0382/0,Crandall Pump Station - (Future),CRNDL-SYN,18873.56,11694,16666,Phillips 66 Co,Enbridge HCT,WRB Terminal,FRB1,FRB,12/30/2018 1:00,12/30/2018 2:00
Keystone,FRB/0382/0,Crandall Pump Station - (Future),CRNDL-SYN,18873.56,15992,16666,Phillips 66 Co,Enbridge HCT,WRB Terminal,FRB1,FRB,12/30/2018 2:00,12/30/2018 3:00
Keystone,LLB/0822/0,Crandall Pump Station - (Future),CRNDL-SYN,24389.5,1424,17029,Phillips 66 Co,Enbridge HCT,Plains Patoka,LLB1,LLB,12/30/2018 3:00,12/30/2018 4:00
Keystone,LLB/0822/0,Crandall Pump Station - (Future),CRNDL-SYN,24389.5,5811,17029,Phillips 66 Co,Enbridge HCT,Plains Patoka,LLB1,LLB,12/30/2018 4:00,12/30/2018 5:00
Keystone,LLB/0822/0,Crandall Pump Station - (Future),CRNDL-SYN,24389.5,10203,17029,Phillips 66 Co,Enbridge HCT,Plains Patoka,LLB1,LLB,12/30/2018 5:00,12/30/2018 6:00
Keystone,LLB/0822/0,Crandall Pump Station - (Future),CRNDL-SYN,24389.5,14557,17029,Phillips 66 Co,Enbridge HCT,Plains Patoka,LLB1,LLB,12/30/2018 6:00,12/30/2018 7:00
Keystone,LLB/0822/0,Crandall Pump Station - (Future),CRNDL-SYN,24389.5,18955,17029,Phillips 66 Co,Enbridge HCT,Plains Patoka,LLB1,LLB,12/30/2018 7:00,12/30/2018 8:00
Keystone,LLB/0822/0,Crandall Pump Station - (Future),CRNDL-SYN,24389.5,21710,17029,Phillips 66 Co,Enbridge HCT,Plains Patoka,LLB1,LLB,12/30/2018 8:00,12/30/2018 9:00
Keystone,LLB/0822/0,Crandall Pump Station - (Future),CRNDL-SYN,24389.5,21710,17029,Phillips 66 Co,Enbridge HCT,Plains Patoka,LLB1,LLB,12/30/2018 9:00,12/30/2018 10:00
Keystone,LLB/0822/0,Crandall Pump Station - (Future),CRNDL-SYN,24389.5,21710,17029,Phillips 66 Co,Enbridge HCT,Plains Patoka,LLB1,LLB,12/30/2018 10:00,12/30/2018 11:00
Keystone,LLB/0822/0,Crandall Pump Station - (Future),CRNDL-SYN,24389.5,21710,17029,Phillips 66 Co,Enbridge HCT,Plains Patoka,LLB1,LLB,12/30/2018 11:00,12/30/2018 12:00
Keystone,LLB/0822/0,Crandall Pump Station - (Future),CRNDL-SYN,24389.5,22632,17029,Phillips 66 Co,Enbridge HCT,Plains Patoka,LLB1,LLB,12/30/2018 12:00,12/30/2018 13:00
Keystone,CDB/5077/0,Crandall Pump Station - (Future),CRNDL-SYN,32207.69,2022,16754,Phillips 66 Co,Enbridge HCT,WRB Terminal,CDB1,CDB,12/30/2018 13:00,12/30/2018 14:00
Keystone,CDB/5077/0,Crandall Pump Station - (Future),CRNDL-SYN,32207.69,6262,16754,Phillips 66 Co,Enbridge HCT,WRB Terminal,CDB1,CDB,12/30/2018 14:00,12/30/2018 15:00
Keystone,CDB/5077/0,Crandall Pump Station - (Future),CRNDL-SYN,32207.69,10594,16754,Phillips 66 Co,Enbridge HCT,WRB Terminal,CDB1,CDB,12/30/2018 15:00,12/30/2018 16:00
Keystone,CDB/5077/0,Crandall Pump Station - (Future),CRNDL-SYN,32207.69,14752,16754,Phillips 66 Co,Enbridge HCT,WRB Terminal,CDB1,CDB,12/30/2018 16:00,12/30/2018 17:00
Keystone,CDB/5077/0,Crandall Pump Station - (Future),CRNDL-SYN,32207.69,18288,16754,Phillips 66 Co,Enbridge HCT,WRB Terminal,CDB1,CDB,12/30/2018 17:00,12/30/2018 18:00
Keystone,CDB/5077/0,Crandall Pump Station - (Future),CRNDL-SYN,32207.69,21536,16754,Phillips 66 Co,Enbridge HCT,WRB Terminal,CDB1,CDB,12/30/2018 18:00,12/30/2018 19:00
Keystone,CDB/5077/0,Crandall Pump Station - (Future),CRNDL-SYN,32207.69,25238,16754,Phillips 66 Co,Enbridge HCT,WRB Terminal,CDB1,CDB,12/30/2018 19:00,12/30/2018 20:00
Keystone,CDB/5077/0,Crandall Pump Station - (Future),CRNDL-SYN,32208.72,28853,16754,Phillips 66 Co,Enbridge HCT,WRB Terminal,CDB1,CDB,12/30/2018 20:00,12/30/2018 21:00
Keystone,LLB/0826/0,Crandall Pump Station - (Future),CRNDL-SYN,19684.31,1346,19451,Phillips 66 Co,Enbridge HCT,WRB Terminal,LLB1,LLB,12/30/2018 21:00,12/30/2018 22:00
Keystone,LLB/0826/0,Crandall Pump Station - (Future),CRNDL-SYN,19684.31,5811,19451,Phillips 66 Co,Enbridge HCT,WRB Terminal,LLB1,LLB,12/30/2018 22:00,12/30/2018 23:00
Keystone,LLB/0826/0,Crandall Pump Station - (Future),CRNDL-SYN,19684.31,10321,19451,Phillips 66 Co,Enbridge HCT,WRB Terminal,LLB1,LLB,12/30/2018 23:00,12/31/2018 0:00
Keystone,LLB/0826/0,Crandall Pump Station - (Future),CRNDL-SYN,19684.31,14788,19451,Phillips 66 Co,Enbridge HCT,WRB Terminal,LLB1,LLB,12/31/2018 0:00,12/31/2018 1:00
Keystone,LLB/0826/0,Crandall Pump Station - (Future),CRNDL-SYN,19684.31,18495,19451,Phillips 66 Co,Enbridge HCT,WRB Terminal,LLB1,LLB,12/31/2018 1:00,12/31/2018 2:00
Keystone,LLB/0826/0,Crandall Pump Station - (Future),CRNDL-SYN,19684.31,18550,19451,Phillips 66 Co,Enbridge HCT,WRB Terminal,LLB1,LLB,12/31/2018 2:00,12/31/2018 3:00
Keystone,CDB/5088/0,Crandall Pump Station - (Future),CRNDL-SYN,26411.64,987,26213,PetroChina Canada,Gibson Terminal,Plains Patoka,CDB1,CDB,12/31/2018 3:00,12/31/2018 4:00
Keystone,CDB/5088/0,Crandall Pump Station - (Future),CRNDL-SYN,26411.64,5012,26213,PetroChina Canada,Gibson Terminal,Plains Patoka,CDB1,CDB,12/31/2018 4:00,12/31/2018 5:00
Keystone,CDB/5088/0,Crandall Pump Station - (Future),CRNDL-SYN,26411.64,9233,26213,PetroChina Canada,Gibson Terminal,Plains Patoka,CDB1,CDB,12/31/2018 5:00,12/31/2018 6:00
Keystone,CDB/5088/0,Crandall Pump Station - (Future),CRNDL-SYN,26411.64,13607,26213,PetroChina Canada,Gibson Terminal,Plains Patoka,CDB1,CDB,12/31/2018 6:00,12/31/2018 7:00
Keystone,CDB/5088/0,Crandall Pump Station - (Future),CRNDL-SYN,26411.64,17956,26213,PetroChina Canada,Gibson Terminal,Plains Patoka,CDB1,CDB,12/31/2018 7:00,12/31/2018 8:00
Keystone,CDB/5088/0,Crandall Pump Station - (Future),CRNDL-SYN,26411.64,22314,26213,PetroChina Canada,Gibson Terminal,Plains Patoka,CDB1,CDB,12/31/2018 8:00,12/31/2018 9:00
Keystone,PDH/0027/0,Crandall Pump Station - (Future),CRNDL-SYN,16931.96,320,16709,Macquarie KEYU,Enbridge HCT,Sunoco Nederland,PDH1,PDH,12/31/2018 9:00,12/31/2018 10:00
Keystone,PDH/0027/0,Crandall Pump Station - (Future),CRNDL-SYN,16931.96,4753,16709,Macquarie KEYU,Enbridge HCT,Sunoco Nederland,PDH1,PDH,12/31/2018 10:00,12/31/2018 11:00
Keystone,PDH/0027/0,Crandall Pump Station - (Future),CRNDL-SYN,16931.96,9297,16709,Macquarie KEYU,Enbridge HCT,Sunoco Nederland,PDH1,PDH,12/31/2018 11:00,12/31/2018 12:00
Keystone,PDH/0027/0,Crandall Pump Station - (Future),CRNDL-SYN,16931.96,13623,16709,Macquarie KEYU,Enbridge HCT,Sunoco Nederland,PDH1,PDH,12/31/2018 12:00,12/31/2018 13:00
Keystone,WCS/4162/0,Crandall Pump Station - (Future),CRNDL-SYN,17173.4,782,16004,Coffeyville,Enbridge HCT,Plains Cushing,WCS1,WCS,12/31/2018 13:00,12/31/2018 14:00
Keystone,WCS/4162/0,Crandall Pump Station - (Future),CRNDL-SYN,17173.4,4943,16004,Coffeyville,Enbridge HCT,Plains Cushing,WCS1,WCS,12/31/2018 14:00,12/31/2018 15:00
Keystone,WCS/4162/0,Crandall Pump Station - (Future),CRNDL-SYN,17173.4,9207,16004,Coffeyville,Enbridge HCT,Plains Cushing,WCS1,WCS,12/31/2018 15:00,12/31/2018 16:00
Keystone,WCS/4162/0,Crandall Pump Station - (Future),CRNDL-SYN,17173.4,13122,16004,Coffeyville,Enbridge HCT,Plains Cushing,WCS1,WCS,12/31/2018 16:00,12/31/2018 17:00
Keystone,WCS/4162/0,Crandall Pump Station - (Future),CRNDL-SYN,17173.4,16739,16004,Coffeyville,Enbridge HCT,Plains Cushing,WCS1,WCS,12/31/2018 17:00,12/31/2018 18:00
Keystone,FRB/0393/0,Crandall Pump Station - (Future),CRNDL-SYN,25274.06,3212,19638,Phillips 66 Co,Gibson Terminal,Plains Cushing,FRB1,FRB,12/31/2018 18:00,12/31/2018 19:00
Keystone,FRB/0393/0,Crandall Pump Station - (Future),CRNDL-SYN,25274.06,7470,19638,Phillips 66 Co,Gibson Terminal,Plains Cushing,FRB1,FRB,12/31/2018 19:00,12/31/2018 20:00
Keystone,FRB/0393/0,Crandall Pump Station - (Future),CRNDL-SYN,25274.06,11752,19638,Phillips 66 Co,Gibson Terminal,Plains Cushing,FRB1,FRB,12/31/2018 20:00,12/31/2018 21:00
Keystone,FRB/0393/0,Crandall Pump Station - (Future),CRNDL-SYN,25274.06,15988,19638,Phillips 66 Co,Gibson Terminal,Plains Cushing,FRB1,FRB,12/31/2018 21:00,12/31/2018 22:00
Keystone,FRB/0393/0,Crandall Pump Station - (Future),CRNDL-SYN,25274.06,20386,19638,Phillips 66 Co,Gibson Terminal,Plains Cushing,FRB1,FRB,12/31/2018 22:00,12/31/2018 23:00
Keystone,FRB/0393/0,Crandall Pump Station - (Future),CRNDL-SYN,25274.06,25061,19638,Phillips 66 Co,Gibson Terminal,Plains Cushing,FRB1,FRB,12/31/2018 23:00,1/1/2019 0:00
Keystone,AWB/3913/0,Crandall Pump Station - (Future),CRNDL-SYN,22723.86,4307,17428,Phillips 66 Co,Enbridge HCT,Plains Patoka,AWB1,AWB,1/1/2019 0:00,1/1/2019 1:00
Keystone,AWB/3913/0,Crandall Pump Station - (Future),CRNDL-SYN,22723.86,8346,17428,Phillips 66 Co,Enbridge HCT,Plains Patoka,AWB1,AWB,1/1/2019 1:00,1/1/2019 2:00
